Date,Close,High,Low,Open,Volume
2021-06-08,2789.12109375,2816.0087898714464,2777.834440599766,2787.2473259080425,2574057
2021-06-09,2789.20849609375,2806.4217974914072,2776.9630416567725,2790.7337253315172,1710925
2021-06-10,2803.632568359375,2809.9077540375833,2782.88941024876,2797.70592135876,1874324
2021-06-11,2853.311279296875,2883.9901284053785,2798.577305019544,2799.056705258424,3452954
2021-06-14,2855.5341796875,2883.7290030941417,2850.304822455383,2857.843727351782,1847360
2021-06-15,2843.68115234375,2874.4036289723967,2833.919727148859,2874.4036289723967,1304985
2021-06-16,2853.79052734375,2871.5266329719457,2835.1826495566793,2843.1139249899015,1635552
2021-06-17,2891.6162109375,2907.5657905780254,2841.2836553858037,2846.0772321050126,2273413
2021-06-18,2873.79296875,2926.6965839193863,2854.3571507849883,2920.5084268151454,3380431
2021-06-21,2852.70166015625,2863.944693285063,2834.050158038341,2845.6419426584694,1130569
2021-06-22,2877.192138671875,2899.7220365455437,2863.0729175256247,2879.6325477944183,1708688
2021-06-23,2842.504150390625,2901.4216594077234,2838.146352764599,2901.4216594077234,1467104
2021-06-24,2940.29345703125,2948.4860318943056,2857.408056625918,2862.201634271623,4155204
2021-06-25,2946.568359375,2962.997128052771,2919.724284589916,2941.7311616603324,2722861
2021-06-28,2908.175537109375,2955.8934094872093,2904.9071896862356,2955.8934094872093,1355238
2021-06-29,2911.749755859375,2933.93090345511,2899.242791426443,2912.751964210784,1497322
2021-06-30,2916.020751953125,2947.6147898394884,2909.7019443758522,2916.238641869583,1693146
2021-07-01,2912.31591796875,2930.1828867906443,2904.3412340712302,2926.696648971738,990310
2021-07-02,2898.3271484375,2910.7468698200696,2871.962476730642,2903.164345637849,1682274
2021-07-05,2894.448974609375,2940.6416261162394,2877.8893448238955,2912.751723319642,1972858
2021-07-06,2843.28857421875,2900.5499903048712,2837.8849479232354,2887.476597920685,2159420
2021-07-07,2854.313720703125,2861.068306777802,2825.2473392645243,2854.3573412344163,2640710
2021-07-08,2839.97705078125,2874.4036561229286,2816.7934795391784,2874.4036561229286,2485811
2021-07-09,2796.093505859375,2860.4582596113323,2789.8619405898457,2832.568355800375,6365067
2021-07-12,2782.9765625,2820.3663777594174,2778.8366551160825,2819.4948183101715,1892226
2021-07-13,2778.1396484375,2801.1923556653715,2767.2015336768995,2801.1923556653715,1809339
2021-07-14,2801.671630859375,2808.164706572145,2775.9170051000256,2777.6601240985183,2044279
2021-07-15,2797.6533203125,2822.8964842713835,2789.835882951835,2819.184273093379,2232968
2021-07-16,2790.534912109375,2812.415165876921,2788.0891771991855,2806.4318691544436,1256526
2021-07-19,2781.625732421875,2794.9023053084866,2774.1138778064173,2777.607724000128,1597058
2021-07-20,2800.142822265625,2808.178625137528,2756.775332345759,2781.6254817571275,1811945
2021-07-22,2809.358154296875,2816.8697957122436,2786.342357051715,2786.342357051715,2859334
2021-07-23,2806.30126953125,2831.3695755402578,2800.8856368537395,2821.2810511135626,1776193
2021-07-26,2792.93701171875,2816.2583923696466,2787.0848620044726,2795.076949858996,1259611
2021-07-27,2780.184326171875,2803.8115031390935,2761.142822223809,2795.0768878645167,1121367
2021-07-28,2793.1552734375,2798.9637072093665,2736.030762446464,2784.5953079467704,1660654
2021-07-29,2791.408447265625,2817.3064967675937,2786.604408769665,2795.2953084901396,1731997
2021-07-30,2766.64599609375,2815.6035630835045,2762.1914697311636,2811.6729857502096,2999943
2021-08-02,2812.02197265625,2816.826011085384,2766.25267364857,2777.6076735719776,2608669
2021-08-03,2869.233642578125,2873.688381599337,2811.6288983685017,2820.407229235337,3804735
2021-08-04,2859.669677734375,2886.9653538326647,2848.5330418862727,2882.4233959794033,2929598
2021-08-05,2868.40380859375,2895.5248304241322,2849.668102340492,2860.586370931835,2534521
2021-08-06,2890.98291015625,2903.3860207844823,2851.851792377056,2858.446469339697,2292362
2021-08-09,2902.250732421875,2914.7412755930864,2891.1578130695584,2903.2988436623186,1510489
2021-08-10,2912.033203125,2926.0085870941607,2896.0490283082218,2896.0490283082218,2040777
2021-08-11,2921.02978515625,2934.8305189364487,2906.093722070834,2926.0959042967565,1929707
2021-08-12,2927.625,2941.818751398523,2905.1333631684943,2905.1333631684943,1310205
2021-08-13,3025.14599609375,3039.645540003071,2932.6465231495145,2935.485272576241,4363584
2021-08-16,3033.48828125,3052.1804865769095,3001.6506500469623,3022.1769967008554,2083489
2021-08-17,3103.45263671875,3110.2219638050665,3024.7973806340597,3041.480581719962,4336019
2021-08-18,3110.00341796875,3140.0941242989843,3089.084057481392,3121.6204986858806,2631309
2021-08-20,3109.0859375,3122.6245895666525,3057.114982792527,3062.3557513344567,2836148
2021-08-23,3177.12890625,3208.2242222354967,3111.182560271568,3126.9922993746472,3744176
2021-08-24,3155.9912109375,3203.289281535624,3139.5700912462094,3194.248869248207,2511141
2021-08-25,3195.995849609375,3229.8424850759952,3150.6195641945837,3153.1962331483587,2123263
2021-08-26,3207.2197265625,3220.976745326856,3186.3001528276395,3196.869122383676,1902533
2021-08-27,3249.40771484375,3257.574665170031,3189.095368849665,3202.109859904366,3944728
2021-08-30,3232.94287109375,3267.0515829812716,3220.976492013116,3244.9092501743835,2033114
2021-08-31,3307.318115234375,3322.7348380108765,3234.820813776714,3240.017866834133,3207480
2021-09-01,3244.86572265625,3333.740429346746,3237.9217464537523,3315.6598191363482,2643336
2021-09-02,3351.253173828125,3370.8186247495905,3251.0234737703217,3261.5050110312686,3403717
2021-09-03,3355.883056640625,3368.853832964031,3323.128247873257,3340.990494271571,1746812
2021-09-06,3364.57373046875,3386.934430383509,3331.3821931484454,3362.5647263498754,1723693
2021-09-07,3333.04150390625,3380.2521385252685,3326.3596090282194,3375.0550854815306,1585039
2021-09-08,3296.574462890625,3332.255448602548,3280.7212227919185,3327.8881413304607,4147175
2021-09-09,3311.6416015625,3326.752527047534,3288.582304962132,3310.1567597714966,1441148
2021-09-13,3358.765625,3364.9233586382898,3290.329823827149,3290.329823827149,1691473
2021-09-14,3394.18359375,3403.442369956585,3340.9898794004716,3362.7826988401503,1991188
2021-09-15,3454.147216796875,3476.3767693180266,3376.8021583375607,3390.864973783777,2461369
2021-09-16,3409.3818359375,3477.904838322591,3399.5991111633075,3432.703212056955,2946666
2021-09-17,3343.479736328125,3445.8056672309503,3323.5210554661003,3423.9691294157988,6477148
2021-09-20,3339.679931640625,3381.1693514792364,3326.010344929612,3327.01474032147,2002008
2021-09-21,3374.138427734375,3381.650282754764,3338.064421190229,3369.8148354860814,1568129
2021-09-22,3373.43994140625,3403.7492322938847,3364.967405761521,3373.7457382931784,1744067
2021-09-23,3379.64111328125,3388.157363421327,3349.725055096878,3380.296209445871,2003869
2021-09-24,3381.431396484375,3445.281301332481,3367.1939320211554,3397.7650831549404,2320754
2021-09-27,3351.428466796875,3409.994110133992,3321.687056460379,3406.500263709674,1673362
2021-09-28,3300.9423828125,3362.8272236426765,3276.5728890102832,3362.8272236426765,2253075
2021-09-29,3312.07861328125,3324.394505866805,3251.154672980617,3284.0406267687767,2489161
2021-09-30,3297.79736328125,3323.5207598903125,3275.5678124118886,3323.5207598903125,2252412
2021-10-01,3258.1865234375,3327.888804029662,3253.6445656195515,3303.2135130286547,1578374
2021-10-04,3295.83251953125,3304.8727186534416,3238.3149909855993,3253.4696342242864,1356860
2021-10-05,3348.240478515625,3354.092628733975,3268.1440904216533,3278.974929236287,1877966
2021-10-06,3328.674072265625,3369.3337444080453,3314.7861208527197,3350.598039417927,1678154
2021-10-07,3400.298583984375,3405.6267850537693,3336.667034248531,3345.3579345360185,1647233
2021-10-08,3437.63916015625,3485.0244533266145,3406.500338514711,3428.336879146216,2934339
2021-10-11,3219.230224609375,3282.032029644776,3196.8695218895223,3279.8483755997695,11845402
2021-10-12,3190.623779296875,3237.9216320544865,3171.189261812868,3237.0481705945313,5752877
2021-10-13,3192.6767578125,3210.3643549916846,3183.7674922532174,3188.134800198695,3545655
2021-10-14,3160.515625,3211.754973922932,3157.671427816008,3172.373782144585,6442299
2021-10-18,3191.7578125,3196.6148686071647,3151.764069415855,3153.5143445062477,3590107
2021-10-19,3180.381103515625,3229.345221312506,3172.5486650226335,3210.8797331869355,3135441
2021-10-20,3158.240478515625,3176.7495536756223,3131.5049815515713,3160.997076549958,2933693
2021-10-21,3091.42333984375,3157.014855306704,3072.826667240302,3154.083272760841,4871211
2021-10-22,3061.974853515625,3116.889730316667,3049.854113970201,3115.489424887781,2691670
2021-10-25,3056.811767578125,3075.7148247703158,3019.224651245397,3065.6069429891672,2595594
2021-10-26,3047.754150390625,3088.3604476916144,3041.1030194753075,3058.1682018867514,3878763
2021-10-27,3054.01123046875,3072.8266875803133,3048.104052073259,3048.104052073259,2510813
2021-10-28,2994.4140625,3078.7336438655566,2988.5944837410107,3078.7336438655566,2424942
2021-10-29,2973.49853515625,3028.8509837909737,2963.171869596629,2975.5113942015646,3960501
2021-11-01,3042.328125,3051.604668589135,2986.800689606296,3008.6791285838494,2020718
2021-11-02,3049.154052734375,3074.883223579942,3036.5083585161897,3057.7304430162308,3087414
2021-11-03,3056.198974609375,3080.396441340284,3033.2704145388475,3066.6568251407275,1537639
2021-11-04,3070.55078125,3074.5764987896123,3067.3566151732985,3074.3139148358823,328991
