Date,Close,High,Low,Open,Volume,MA20,MA50,Daily_Return,Volatility
2020-02-05,647.9909057617188,649.9145288544571,639.849132797698,641.9068982608502,18472100,671.7778564453125,,1.5493505650040929,1.7177556211928242
2020-02-06,652.1513061523438,656.26695662953,644.2332031533095,650.4961469348968,15538577,669.7602905273437,,0.6420461079981399,1.6279588447927194
2020-02-07,641.3478393554688,649.7133433335028,638.9544787429636,649.1094039600182,12209212,667.2103820800781,,-1.6565889993558125,1.6547649322862095
2020-02-10,642.2201538085938,646.6489428047836,630.9692153123326,638.8202476362594,15142476,664.7924407958984,,0.1360126907111292,1.6584869672767344
2020-02-11,649.8921508789062,655.9090270916164,646.4475111960692,647.4987907400189,13999816,663.0779541015625,,1.194605467426535,1.6872062021229288
2020-02-12,657.7432861328125,659.7787743619559,650.8987994375913,651.4132707150139,13533565,661.8801635742187,,1.208067406767177,1.717635529971676
2020-02-13,659.465576171875,661.076061195236,654.2986456938107,661.076061195236,13565659,660.4542266845704,,0.261848364760775,1.7019253500312552
2020-02-14,665.4824829101562,671.6782959370149,650.0487633667867,660.8523610746443,21227841,658.3650848388672,,0.912391329538198,1.5742461196871127
2020-02-17,661.2997436523438,673.7808982963232,659.5327193324579,666.108801931165,13149130,657.154995727539,,-0.6285273264476254,1.4353425438630885
2020-02-18,656.4459228515625,660.248435272722,651.9723999060855,660.248435272722,11127161,655.6675445556641,,-0.7339819571037021,1.4391890500476223
2020-02-19,672.7295532226562,673.9150349477495,659.8905275306022,661.7917537765035,14084409,655.0065795898438,,2.480574530855284,1.5602615960917408
2020-02-20,664.744384765625,674.6085086758875,663.7825731086709,669.6876451612479,16892268,654.0917388916016,,-1.1869804765940462,1.578194352151409
2020-02-24,646.4028930664062,660.7405401434429,643.9871953423907,657.4972328720769,21370214,652.3783782958984,,-2.7591796364982546,1.684721867296712
2020-02-25,633.630859375,649.2881870055619,630.767762177695,649.2881870055619,27745062,650.3619323730469,,-1.9758627055052713,1.7217889872318597
2020-02-26,622.7155151367188,631.8191601622372,620.6353526146177,630.7678804610105,29362748,648.5781097412109,,-1.7226661354606265,1.6903209866421058
2020-02-27,620.143310546875,623.520820005058,612.4264202255112,620.9261263497503,25054993,646.4845031738281,,-0.41306255060611363,1.6795679552182388
2020-02-28,594.3756103515625,607.0580958283585,592.7427884250544,606.1186214911856,39315769,643.9099822998047,,-4.155120237060883,1.8309020173054704
2020-03-02,588.7838134765625,612.426378055896,582.0511321802886,606.2081680239584,29500495,641.7738708496094,,-0.9407850486483738,1.7855211706982008
2020-03-03,600.7280883789062,605.6713484615526,591.4007735026032,594.8454135797672,27398798,640.8198913574219,,2.028635065868567,1.8223763001093327
2020-03-04,599.3189086914062,605.6265863851147,585.0930684252744,604.8213738082619,22105261,638.880615234375,,-0.23457862463244217,1.6707780587739702
2020-03-05,586.5470581054688,607.4831839260905,584.2431656944867,604.9108873026663,30510390,635.8084228515625,,-2.1310608426863165,1.6590451131135453
2020-03-06,568.5857543945312,576.2579099445863,555.2099199542964,568.1384140570675,33734039,631.6301452636719,,-3.0622101778077337,1.7319207264454852
2020-03-09,498.4184265136719,555.1651580471522,489.85162058131226,554.7401548853941,88187018,624.483674621582,,-12.340676377933235,3.1333375911934787
2020-03-11,516.044189453125,527.183262933386,495.6672390040311,495.6672390040311,59578576,618.1748764038086,,3.53633854645814,3.297761747868751
2020-03-12,475.5363464355469,492.5357574215292,469.13920029845366,485.3781326945414,55970485,609.4570861816406,645.8150415039063,-7.8496849389014685,3.583899730070461
2020-03-13,494.45941162109375,509.9825407096416,421.5856040161474,446.4584157053311,73297403,601.2928924560547,642.1977465820313,3.9793099575642366,3.7435298397903143
2020-03-16,454.3765563964844,483.00714524632815,449.5898653118392,474.4403385952524,38482258,591.0384414672851,637.5488531494141,-8.106399490546057,4.012283493542305
2020-03-17,450.9319152832031,474.1942690006391,448.78462201274766,468.49050072051966,45445979,580.3109130859375,632.8145141601562,-0.758102737649935,3.9707831579596626
2020-03-18,433.261474609375,463.4130789981454,429.9063325319352,458.6711221665263,44730415,568.9089996337891,628.0457299804688,-3.918649373648875,3.9856972962020993
2020-03-19,410.5359191894531,432.59042415453,399.1284125023437,411.6095658236809,61404010,556.6134994506835,622.6157574462891,-5.245228747931274,4.036816455692787
2020-03-20,455.3830871582031,462.9657149231966,416.0383696644293,420.2882223245293,63360475,545.7461761474609,618.1851733398438,10.924054600945654,4.904589511711439
2020-03-23,395.4825134277344,424.9854448385333,391.7247351423912,409.8648934921591,40670949,532.2830825805664,612.2447711181641,-13.153886347487232,5.515635069835228
2020-03-24,422.0329284667969,433.9325104811008,400.73893016882965,416.0383884925765,45734887,521.064584350586,606.8385095214844,6.713423258324158,5.879242673148029
2020-03-25,484.1478576660156,515.1494078462537,430.912866475202,431.15890365113535,73130298,513.5904342651368,602.7098870849609,14.718029094287989,6.959818885010274
2020-03-26,476.9678649902344,499.6486775382283,466.2984990986507,490.2095274623136,45744488,506.3030517578125,598.5656066894531,-1.4830165128468464,6.958908668737994
2020-03-27,476.699462890625,495.3540929516579,468.0208212280606,489.8516573515531,41657940,499.130859375,594.4656140136718,-0.056272575011917514,6.961204814379365
2020-03-30,460.9750061035156,480.815118140311,456.30017996614265,465.51565999753865,30229866,492.46082916259763,589.9254278564454,-3.2986101330509054,6.943883226665268
2020-03-31,498.2395324707031,505.41952430798887,468.8260681247117,480.4348787671312,44292810,487.93361511230466,585.744912109375,8.083849639088548,7.237281021915894
2020-04-01,483.3426513671875,503.093264271414,467.5734569491014,502.0419846435416,41597459,482.06434326171876,581.7017346191407,-2.9899034766759702,7.228970942219653
2020-04-03,482.0006103515625,507.4997575779397,472.53909292167856,507.4997575779397,41367807,476.19842834472655,577.6178479003906,-0.27765830551657045,7.228789456269753
2020-04-07,539.5526123046875,543.086660841312,492.088426868368,493.0278714782651,54373624,473.8487060546875,574.6899230957031,11.940234248074422,7.761247612971499
2020-04-08,533.3119506835938,549.7969487728319,518.929571501776,527.8766166035285,49880330,472.08501586914065,571.6953381347656,-1.1566363462567453,7.735038111883971
2020-04-09,545.7483520507812,551.4968241624882,533.692202595293,543.0865877041133,33032857,474.4515121459961,568.9969030761719,2.3319187487260695,7.1827710323030045
2020-04-13,531.9700317382812,543.5341094585195,527.8767178037374,538.5908487718674,23673784,475.24780426025393,566.1571081542969,-2.5246654911049493,7.184515932244702
2020-04-15,514.388916015625,552.9283884903713,511.3245453160948,535.50397581859,35321842,477.1904327392578,563.2770471191407,-3.3049071702794364,6.979000551040725
2020-04-16,522.5308227539062,531.2094648682425,512.2193584197375,514.3889890858135,37455706,478.59400329589846,560.4873547363281,1.582830905717647,6.938760299725271
2020-04-17,547.5601196289062,550.2442808995188,533.535612903734,543.9813374764348,33269335,483.25318145751953,558.5212365722656,4.790013485345712,6.691602797570527
2020-04-20,556.4178466796875,562.3228590945811,537.7184814324796,548.4549490845818,36030932,488.52747802734376,557.01947265625,1.6176720570490577,6.677096833182225
2020-04-21,553.5324096679688,560.0860954670951,520.719067459836,541.2972622124873,61371628,494.54102478027346,555.6939672851563,-0.5185737713010119,6.58077034390105
2020-04-22,610.0105590820312,619.5392052539516,581.5589420943985,590.5059862027734,142683366,504.51475677490237,555.13208984375,10.203223592262711,6.661591049958367
2020-04-23,613.2763671875,619.9643142606366,605.4029383592604,611.6882791292506,65464502,512.4094207763671,554.4377990722656,0.5353691107221614,6.3435476693701025
2020-04-24,633.8994140625,668.7705820869983,602.674159716329,603.993843697594,134986308,524.3302658081054,554.0727612304687,3.362765627114861,5.298793805404328
2020-04-27,639.6030883789062,659.8458058753123,636.5834515375906,641.5043146604703,58482901,535.208773803711,554.0378662109375,0.8997759249930182,5.215066199932969
2020-04-28,638.8873291015625,651.1000185601599,622.7825996528488,648.6619839341811,78453401,542.9457473754883,553.9712097167969,-0.11190678881145555,4.322915178707262
2020-04-29,638.3504638671875,650.294808910519,635.2413590168171,646.3804914740855,37494672,551.0148773193359,553.7403759765625,-0.084031285317554,4.283564787139201
2020-04-30,655.8196411132812,668.770532341543,643.3161499559969,650.4290406318744,71345899,559.9708862304688,553.7019030761719,2.736612289785745,4.273915412181193
2020-05-04,642.0411987304688,655.3722993617022,634.100638844068,644.1884921115068,53456868,569.0241958618165,553.3534155273437,-2.100949944015551,4.208212373960963
2020-05-05,653.42626953125,661.6352335022636,647.409392668105,650.3172243173109,44903763,576.7835327148438,553.1122912597656,1.773261719542818,3.9361561325969014
2020-05-06,653.4710083007812,664.2969422025669,646.6488596777011,654.9248941405343,40489094,585.2899505615235,552.9557165527344,0.006846796894666163,3.8139816878682087
2020-05-07,674.1387329101562,677.1360326646604,646.4252520396666,650.8987749292127,50026966,594.8968566894531,553.3095727539062,3.16276075707127,3.8031169183674223
2020-05-08,698.6761474609375,706.7731874423821,687.6264818225529,691.1605902433332,84262770,602.8530334472656,553.8285046386719,3.639816754758618,3.0018722256873964
2020-05-11,705.3863525390625,722.475230772329,703.3732613494101,706.817841580586,67085063,611.456753540039,554.6413439941406,0.960417083438525,2.9459300478735773
2020-05-12,661.7471313476562,701.6063555726146,655.3723813215827,700.0182075617154,100683202,617.2566925048828,554.9482287597656,-6.18657010223197,3.393237844953535
2020-05-13,675.7871704101562,689.5833490177412,656.6169951579172,689.5833490177412,66430125,624.4475494384766,555.7913549804688,2.121662247920475,3.2952782172118207
2020-05-14,648.4658203125,675.9001491489479,645.8014275181612,663.3909829522006,49266771,631.1513946533203,556.3063610839844,-4.042892687807919,3.3526499170243103
2020-05-15,659.0557250976562,662.352366946693,639.0501134333077,652.1011647623593,62152260,637.9776397705078,557.084609375,1.633070618903698,3.352956931066204
2020-05-18,650.6334228515625,669.2616544401022,644.875632962838,663.842565100716,62796089,643.1313049316407,558.209765625,-1.277934767177047,3.2867898296533373
2020-05-19,636.2501220703125,660.0943173105137,633.6986696085636,657.9718098763932,42315854,647.1229187011719,559.159091796875,-2.2106612227529965,3.3545852350496594
2020-05-20,647.44970703125,653.3881649537279,629.0698124523583,636.7469251931129,55320985,651.8187835693359,560.0935241699219,1.760248772054429,3.3488155226374503
2020-05-21,650.8592529296875,659.981412669229,643.5208404585119,648.0367682176926,39167981,653.8612182617187,561.1243310546874,0.5266116983929647,2.5215352535197137
2020-05-22,646.4788208007812,658.4234659784153,644.1982807272651,655.6236168765307,37828973,655.5213409423828,562.3229663085938,-0.6730229476171301,2.5314491850624643
2020-05-26,643.091796875,654.6751640177939,639.5919112653286,653.9751868958597,33216635,655.9809600830079,563.8130871582031,-0.5239187761148623,2.4307134504835344
2020-05-27,652.8010864257812,656.61703698639,637.6501047337907,646.2303793438942,35667956,656.6408599853515,566.9007403564453,1.50978283317591,2.445055907260695
2020-05-28,664.8585815429688,668.2455271815335,654.359044090917,657.0685886567666,40126278,657.9394226074219,569.8770281982422,1.8470396829767477,2.473881889308599
2020-05-29,661.3135986328125,664.7456963541632,656.007389810822,662.9393134152917,40022527,659.0875793457031,573.5925732421875,-0.5331935254455522,2.478905959607655
2020-06-01,686.5802612304688,694.7089545568629,666.5295002853659,668.358459270055,39943702,660.6256103515625,577.434990234375,3.8206779128528545,2.548030034043484
2020-06-02,693.5122680664062,695.454167278361,686.7835281692161,689.1318561237848,22153960,663.1991638183594,582.2177044677734,1.0096426051506624,2.4905792383075207
2020-06-03,696.1992797851562,704.4860062831307,692.4509975159605,697.7121144364211,25381289,665.3378143310547,587.1230517578125,0.38744977449955975,2.4700293104753297
2020-06-04,713.4275512695312,717.8080227909754,695.9057249087699,697.2604674305974,34202350,668.3356414794922,592.7263732910156,2.47461782633438,2.5134055787086336
2020-06-05,714.2854614257812,730.6783035409757,710.6726957536978,720.2916470274907,33076685,670.3429779052734,598.8013641357422,0.12025189589655039,2.4326417292766505
2020-06-08,708.7760620117188,730.8590266524802,706.7439184964705,730.8590266524802,31414953,670.8479736328125,603.8692236328125,-0.7713161910176902,2.312640026375284
2020-06-09,694.1670532226562,714.8726404733965,692.29294201313,704.6214390965813,25857161,670.2870086669922,609.842914428711,-2.061160015421193,2.3516741825410636
2020-06-10,709.9728393554688,713.3146329578219,695.4766830422209,696.8540015463917,22132647,672.6982940673828,615.6017126464844,2.2769427127713016,1.9099682179125252
2020-06-11,694.4154052734375,708.0760679196416,691.3897362648564,707.1954823716251,20385805,673.6297058105469,619.8070635986328,-2.191271724726074,1.94490811527624
2020-06-12,717.4918823242188,719.3885695925972,676.0355556331963,677.3903578499011,38548899,677.0810089111328,624.6175439453125,3.323151657572243,1.8003896808422613
2020-06-15,729.1204223632812,734.7201801016447,704.9827364804711,706.7439674657269,53107403,680.5842437744141,629.6659631347657,1.6207207810342572,1.7999907531797994
2020-06-16,730.5428466796875,744.474480971934,715.9111755811775,741.9681807809915,51187003,684.5797149658204,635.0573199462891,0.19508770743188464,1.7519728876689957
2020-06-17,729.481689453125,738.5586972066078,723.4980791176175,726.2753520321108,41782053,689.2412933349609,639.6821630859375,-0.14525598756944813,1.6348206652373352
2020-06-18,747.793701171875,751.9031997400788,725.0785489207035,725.7107978465832,40471557,694.2584930419922,644.9711840820313,2.5102770889942505,1.6687057807747563
2020-06-19,794.53369140625,807.8105013724783,750.5484911968546,754.1611973181019,105804173,701.4422149658203,651.221845703125,6.250385655980817,2.0727777446848106
2020-06-22,788.5501098632812,814.7650899304879,783.5148135515716,800.8560305108304,60198705,708.5457794189454,656.2017956542969,-0.7530934946733847,2.0762989937303025
2020-06-23,777.1473388671875,796.4981230069162,774.9796793150689,790.2886927800162,37962078,715.2485565185547,661.0785034179687,-1.4460426615209965,2.1220823755201157
2020-06-24,780.285888671875,800.5398941664224,772.9926883895107,783.9212306484618,51586221,721.6227966308594,665.7692541503907,0.40385518263015285,2.1217468238065544
2020-06-25,775.7926025390625,789.8371789860777,773.6023667469223,779.9021017250843,39679374,727.1694976806641,670.6457055664063,-0.5758512614473243,2.1349743543655872
2020-06-26,786.5179443359375,791.191964274281,775.3861571652835,780.7150021666101,30921913,733.4297149658203,676.0882861328125,1.382501168710859,2.1150926110250583
2020-06-29,778.1633911132812,785.6598351283517,774.7312935693344,780.3762026333931,25621946,738.0088714599609,681.2009375,-1.06222029425026,2.039663158895542
2020-06-30,769.560546875,786.2243018289918,765.6993848508981,784.4179786955026,30276420,741.8112854003906,685.6409460449219,-1.1055318634269784,2.074434415302986
2020-07-01,784.6890258789062,789.8372029771134,771.3444262157954,776.7409996637026,28464103,746.2357727050781,690.2063696289063,1.9658594850449962,2.098147456226975
2020-07-02,798.1978149414062,801.485204140099,786.7259846212489,790.3307847728718,28789533,750.4742858886718,695.099677734375,1.72154683154504,2.069688144440297
2020-07-03,810.689697265625,813.0022452904714,801.6664242784979,807.0168938963399,29434266,755.2944976806641,699.1132604980469,1.5650108394666296,2.07788584893463
2020-07-06,839.6640625,842.4753051236336,812.5941809641026,818.4434654093601,47016185,761.8388977050781,703.6410144042969,3.5740389118182447,2.1469111807553185
2020-07-07,826.8092041015625,845.3545651080822,819.0329064848479,843.3821557977242,35189589,768.4710052490234,707.4992102050782,-1.5309525526391643,2.111765879488057
2020-07-08,815.2694702148438,832.0237061429656,811.6420023700266,827.0813186844387,26204095,773.7358367919921,711.0125378417969,-1.3956948990738627,2.145052121872173
2020-07-09,827.1719360351562,832.0463193953086,809.9415548565688,820.257139626406,36418942,780.3736633300781,714.7782299804687,1.4599425411055744,2.0373266600611695
2020-07-10,851.5665893554688,854.5365672443328,827.1719444149811,829.0990778284718,43759967,787.0773986816406,719.0425524902344,2.9491635605098265,2.015494347047326
2020-07-13,877.3895263671875,883.1480789947044,861.519399808991,863.0383906975433,69608392,794.490853881836,723.4739501953125,3.032403729139199,2.066893910934681
2020-07-14,869.2277221679688,880.4274760561808,855.7608159923657,876.9360759259316,67331128,801.42509765625,728.0176806640625,-0.9302372496982625,2.1035124230702054
2020-07-15,836.1272583007812,897.2498214760561,815.2694681656544,878.7271275560773,139669773,806.7573760986328,731.6717004394532,-3.808031315962934,2.344367838533338
2020-07-16,835.8551635742188,847.4629995747565,821.8214399496038,837.4874939607755,60961724,811.16044921875,735.3193835449218,-0.03254226242013214,2.310321113712553
2020-07-17,866.8245849609375,870.5880602549773,833.4066658222266,836.5807150882681,49726765,814.7749938964844,739.1731005859375,3.7051181516053244,2.035470713631295
2020-07-20,870.5426635742188,876.0292010321696,861.3607145700907,869.5904907729887,36592938,818.8746215820313,742.6104309082032,0.42893091379598847,2.01558056934989
2020-07-21,893.96240234375,896.4336259674744,878.0696681167741,879.2032442811862,42173371,824.7153747558593,746.3819519042969,2.6902459522633926,2.015972718171926
2020-07-22,908.67626953125,911.39684028734,889.0426683207968,899.1541819328522,59771457,831.1348937988281,751.3205346679688,1.6459156614331727,2.024772189056776
2020-07-23,933.07080078125,943.000910454132,902.9402730055884,908.6534892544267,58333751,838.9988037109375,756.4662072753906,2.684622903444378,2.0407185073623504
2020-07-24,973.1314697265624,980.771759562493,933.0708309814,933.161502678431,120597372,848.3294799804687,762.9595202636718,4.293422204592634,2.1729350691366953
2020-07-27,977.6885375976562,997.0047292904096,964.8564523008032,987.9361194684092,80304827,858.3057373046875,769.3321765136719,0.46828902495306135,2.1193448784522126
2020-07-28,987.437255859375,994.8281988813133,975.1719293046234,977.688488793748,55114422,869.1995727539063,776.0682531738281,0.9971190094621551,2.051642508652059
2020-07-29,950.6866455078124,989.7497164572248,938.806733983119,987.5279599955765,72663399,877.4994537353516,782.3569836425781,-3.7218172732988775,2.326505314607947
2020-07-30,956.2185668945312,970.2068959629854,939.5096069794464,951.7522658851112,72857444,885.4004913330078,788.5323608398437,0.5818869353912071,2.321591643054021
2020-07-31,937.2877807617188,965.3551702803412,930.803734578172,958.7804523943248,74958061,891.7303955078125,794.2609313964844,-1.9797551300737792,2.4046148816080506
2020-08-03,910.9434204101562,932.7081063612384,908.2681255398212,930.1235431581412,46715383,895.2943634033203,799.5502233886718,-2.810701354727241,2.4343808012579546
2020-08-04,975.1492919921876,982.5855710982528,906.9759241686488,916.203269273076,92041055,902.7113677978516,806.1913732910157,7.048283147280698,2.7981659623597444
2020-08-05,964.1988525390624,995.7349719814192,960.5033812650584,983.492374105097,74549993,910.1578369140625,812.4193286132812,-1.1229500490898103,2.7872097701356373
2020-08-06,967.6676635742188,982.9029683593162,955.7424156591268,978.0512526670176,49322975,917.1826232910156,818.4755102539062,0.35976095864684865,2.785996436227305
2020-08-07,973.2674560546876,978.4139143017512,961.3649370691896,965.7178380803712,32984416,923.2676666259765,824.7145874023438,0.5786896360456373,2.74088383339743
2020-08-10,961.2062377929688,981.6786719644748,955.878435955378,979.0034370833714,26958997,927.4585021972656,830.2071069335938,-1.2392501348613028,2.7163354302453615
2020-08-11,967.5316162109376,979.4115277857608,952.3643158271036,967.9850346750636,46828306,932.3736968994141,835.6874938964844,0.6580667258769157,2.695710487772652
2020-08-12,964.7202758789062,972.6100326976988,955.2889203298892,961.7276301780032,30264617,938.8033477783204,841.0579138183593,-0.2905683168309414,2.5027998793598307
2020-08-13,962.2037963867188,969.8440862641454,956.7399270901238,964.901699164418,24830322,945.1207794189453,846.0334387207031,-0.260850689584069,2.507060254657892
2020-08-14,958.4629516601562,978.051155897154,947.3312021833392,962.4304379520208,33224635,949.7026977539062,850.9169885253906,-0.3887788367298306,2.4173807897505246
2020-08-17,948.2835083007812,954.4728113825544,938.6480809006554,954.4728113825544,30979066,953.5897399902344,855.7071374511719,-1.06205913767905,2.4435437834276224
2020-08-18,960.6168212890624,967.758357006886,944.202605110072,945.4041850307872,30547672,956.9224609375,861.0361328125,1.300593428054131,2.3959777111577614
2020-08-19,966.5114135742188,976.6909912734272,961.8864371354928,970.7963711289711,34087543,959.8142181396485,866.166904296875,0.6136257615441565,2.378485539106184
2020-08-20,950.8679809570312,963.0426353692126,946.7644269706008,961.2742374165048,22537845,960.7040771484375,871.2959558105468,-1.6185460820723363,2.349240749491995
2020-08-21,943.9758911132812,962.1811736813316,941.7767425366628,960.3674398053548,25280895,959.2462982177734,875.8256359863282,-0.724820898566092,2.1386060289320534
2020-08-24,950.278564453125,954.2460509640608,938.829403447164,948.3061551600296,32717218,957.8757995605469,880.248798828125,0.6676731258899782,2.142007162093326
2020-08-25,944.0891723632812,957.329398855182,942.2301027513664,954.926179130093,19388008,955.7083953857422,884.5197253417969,-0.6513239718719421,2.1284020125489
2020-08-26,969.11865234375,973.9477001185352,928.1738418761494,945.404223995661,59870421,956.629995727539,889.3124645996094,2.6511775278402983,2.0494815767995638
2020-08-27,957.0120239257812,974.8772272109728,953.6792992534804,973.970330310942,28085062,956.6696685791015,893.4968310546875,-1.2492410902101292,2.0683644424346506
2020-08-28,959.528564453125,967.1235185049004,955.0395957954092,961.2742345079783,27166900,957.7817077636719,896.796728515625,0.2629580887626215,2.014098921362467
2020-08-31,943.4544677734376,985.7595929976718,934.2271229260566,985.7595929976718,62076132,959.407260131836,899.8948156738281,-1.675207729625916,1.9413513305311132
2020-09-01,946.4243774414062,962.362446519786,935.1565603111148,952.205597527122,38616258,957.9710144042969,903.2803564453125,0.31479099091846763,1.0848022079064001
2020-09-02,964.9923706054688,969.4360033995824,945.404165606812,948.5781547637196,26949439,958.0106903076172,906.9744860839844,1.9619098584780614,1.1552776461137462
2020-09-03,957.6921997070312,969.7761228830587,953.5659776492616,964.9017393534516,18586429,957.5119171142578,910.6124780273437,-0.756500374594371,1.1644404659808167
2020-09-04,941.8900756835938,950.8226774812872,939.6002554209448,944.7467140146103,28475945,955.9430480957031,913.7199206542969,-1.6500211684162713,1.207423296226264
2020-09-07,944.338623046875,954.812883543974,926.9268380792043,944.950776960414,21926473,955.0996673583984,917.0434252929688,0.25996105347050324,1.1829760639597122
2020-09-08,955.425048828125,961.7276915670202,943.3637335909106,948.578195976428,27397082,954.4943389892578,920.7607153320313,1.1739883883473912,1.2053732305309497
2020-09-09,980.023681640625,982.9483238635318,943.7945186882138,945.4042412879572,55310877,955.2595092773438,924.6674084472656,2.574627161248433,1.3389043613442808
2020-09-10,1049.2398681640625,1063.2735913062183,986.3715829983508,989.8857107486724,140304404,959.6113128662109,929.6882495117187,7.062705506010314,2.0508724659637476
2020-09-11,1051.8470458984375,1060.0541533856804,1037.0426132778334,1048.333038061574,59470807,964.280517578125,934.511396484375,0.2484825265872681,2.0420311297272233
2020-09-14,1044.0482177734375,1070.0978626809967,1034.7301409572988,1054.2277957192978,44063445,969.0687530517578,938.5990795898438,-0.7414412727982378,2.0304705827435545
2020-09-15,1051.439208984375,1054.5678626798035,1037.5188229090886,1048.3105552889465,27178393,973.6098724365235,943.0916796875,0.7079166541464676,2.0225000946708094
2020-09-16,1054.0235595703125,1074.3372576523657,1047.6755813917168,1051.9604186878269,33952295,977.9854797363281,947.8667614746093,0.24579172660241788,2.02281337767127
2020-09-17,1042.3251953125,1058.17259404091,1039.1964218842008,1051.9605029718427,25828669,982.5583404541015,952.1698266601562,-1.109876923679154,1.9984441437494322
2020-09-18,1045.4764404296875,1051.7110790333331,1032.2588818564082,1049.3532551234189,33074915,987.6333679199219,956.0480236816406,0.30232840301271935,1.978991500562693
2020-09-21,1022.8728637695312,1059.215300889657,1019.0185972834088,1042.891757906889,33627381,991.2630828857422,958.9576904296875,-2.162035966192244,2.0677941279057963
2020-09-22,1002.6045532226562,1032.4629482711289,998.2515919553894,1032.4629482711289,34792254,994.188851928711,961.6252270507813,-1.9815082856124877,2.1236394533100245
2020-09-23,1011.5144653320312,1032.349647647501,999.9520239691242,1024.7546930361625,42988708,996.308642578125,965.1329711914062,0.8886766054209572,2.057437367003719
2020-09-24,989.0243530273438,1009.337993312908,986.689136840463,1001.1309446575592,29826318,997.9092590332032,968.1963549804688,-2.2234098547770254,2.1053711447161976
2020-09-25,998.3196411132812,1003.3527603033637,982.7216491326262,992.5610883137336,28374935,999.8488128662109,970.8262561035157,0.9398442068170754,2.1121165380597304
2020-09-28,1004.9170532226562,1014.7792199657464,1000.7454952765088,1009.791436796348,19666849,1002.9219421386719,973.5137438964844,0.6608516789289975,2.0659367928888335
2020-09-29,1017.975830078125,1026.5682927534233,1004.9170066954656,1008.8845531281476,25842539,1006.4995147705079,975.9940124511719,1.299488033722862,2.077111699215281
2020-09-30,1013.1241455078124,1027.928578554187,1008.8845241351472,1024.754589473698,24465159,1008.906103515625,978.0829699707032,-0.4766011556423977,2.051088232562462
2020-10-01,1008.9979858398438,1026.4777157574597,1003.8968628083494,1026.4777157574597,20783227,1011.4713928222657,979.601513671875,-0.4072708844482742,2.043422898613726
2020-10-05,1003.0806274414062,1019.8348626021702,1000.269384966474,1017.4997065200467,18922799,1014.5309204101562,980.2004968261718,-0.5864588910464597,2.003994008014449
2020-10-06,1002.2418212890624,1012.9200933518428,998.296942586189,1008.9979425426257,18412175,1017.4260803222656,980.6915625,-0.08362300391380195,2.006131876209485
